class,credit_amount,log_credit_amount,checking_status,duration,credit_history,purpose,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,age_bin,duration_bin,is_rent
1,3275.0,8.09437844497296,no checking,21,critical/other existing credit,used car,<100,>=7,1,male single,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,2223.0,7.707062655370473,no checking,24,critical/other existing credit,radio/tv,100<=X<500,>=7,4,male single,none,4,life insurance,52,bank,own,2,skilled,1,none,yes,46-60,13-24,0
1,1480.0,7.300472814267799,>=200,12,critical/other existing credit,new car,500<=X<1000,unemployed,2,male single,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,none,yes,60+,<=12,0
2,1371.0,7.22402480828583,<0,24,existing paid,new car,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,25,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,3535.0,8.170751423757535,no checking,36,critical/other existing credit,new car,<100,4<=X<7,4,male single,none,4,car,37,none,own,2,skilled,1,yes,yes,36-45,25-36,0
1,3509.0,8.163371316459912,<0,18,existing paid,radio/tv,<100,4<=X<7,4,female div/dep/mar,guarantor,1,real estate,25,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,5711.0,8.65032450401942,no checking,36,critical/other existing credit,used car,>=1000,>=7,4,male single,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,yes,yes,36-45,25-36,0
1,3872.0,8.261784679514752,0<=X<200,18,existing paid,repairs,<100,unemployed,2,female div/dep/mar,none,4,car,67,none,own,1,skilled,1,yes,yes,60+,13-24,0
2,4933.0,8.503905297089302,0<=X<200,39,critical/other existing credit,radio/tv,<100,4<=X<7,2,male single,guarantor,2,real estate,25,none,own,2,skilled,1,none,yes,18-25,37-60,0
1,1940.0,7.57095858316901,no checking,24,critical/other existing credit,new car,>=1000,>=7,4,male single,none,4,real estate,60,none,own,1,skilled,1,yes,yes,46-60,13-24,0
1,1410.0,7.252053951852814,0<=X<200,12,no credits/all paid,retraining,<100,1<=X<4,2,male single,none,2,real estate,31,none,own,1,unskilled resident,1,yes,yes,26-35,<=12,0
2,836.0,6.729824070489475,0<=X<200,12,existing paid,new car,100<=X<500,<1,4,female div/dep/mar,none,2,life insurance,23,bank,own,1,unskilled resident,1,none,yes,18-25,<=12,0
1,6468.0,8.774776816043985,0<=X<200,20,existing paid,used car,no known savings,unemployed,1,male div/sep,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,yes,yes,46-60,13-24,0
1,1941.0,7.571473648851271,0<=X<200,18,existing paid,business,>=1000,1<=X<4,4,male single,none,2,life insurance,35,none,own,1,unskilled resident,1,yes,yes,26-35,13-24,0
1,2675.0,7.892078421248119,no checking,22,existing paid,radio/tv,500<=X<1000,>=7,3,male single,none,4,car,40,none,own,1,skilled,1,none,yes,36-45,13-24,0
1,2751.0,7.920083199053234,no checking,48,critical/other existing credit,used car,no known savings,>=7,4,male single,none,3,car,38,none,own,2,skilled,2,yes,yes,36-45,37-60,0
2,6224.0,8.736328721332908,0<=X<200,48,delayed previously,education,<100,>=7,4,male single,none,4,no known property,50,none,for free,1,skilled,1,none,yes,46-60,37-60,0
2,5998.0,8.699348067653093,<0,40,critical/other existing credit,education,<100,1<=X<4,4,male single,none,3,no known property,27,bank,own,1,skilled,1,yes,yes,26-35,37-60,0
2,1188.0,7.080867896690782,0<=X<200,21,existing paid,business,<100,>=7,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,2,none,yes,36-45,13-24,0
1,6313.0,8.750524669117937,no checking,24,existing paid,used car,no known savings,>=7,3,male single,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,yes,yes,36-45,13-24,0
1,1221.0,7.108244139731541,no checking,6,critical/other existing credit,furniture/equipment,no known savings,1<=X<4,1,male mar/wid,none,2,life insurance,27,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,2892.0,7.970049304976135,>=200,24,existing paid,furniture/equipment,<100,>=7,3,male div/sep,none,4,no known property,51,none,for free,1,skilled,1,none,yes,46-60,13-24,0
1,3062.0,8.027150106832774,no checking,24,existing paid,furniture/equipment,500<=X<1000,>=7,4,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,26-35,13-24,1
1,2301.0,7.741533589281828,no checking,9,existing paid,furniture/equipment,100<=X<500,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,18-25,<=12,1
2,7511.0,8.9242570208881,<0,18,existing paid,used car,no known savings,>=7,1,male single,none,4,life insurance,51,none,for free,1,skilled,2,yes,yes,46-60,13-24,0
1,1258.0,7.138073034044347,no checking,12,critical/other existing credit,furniture/equipment,<100,<1,2,female div/dep/mar,none,4,life insurance,22,none,rent,2,unskilled resident,1,none,yes,18-25,<=12,1
1,717.0,6.576469569048224,no checking,24,delayed previously,new car,no known savings,>=7,4,male mar/wid,none,4,car,54,none,own,2,skilled,1,yes,yes,46-60,13-24,0
1,1549.0,7.346010209913293,0<=X<200,9,existing paid,new car,no known savings,<1,4,male single,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,none,yes,26-35,<=12,0
1,1597.0,7.37650812632622,no checking,24,critical/other existing credit,education,<100,>=7,4,male single,none,4,no known property,54,none,for free,2,skilled,2,none,yes,46-60,13-24,0
1,1795.0,7.493317248862145,0<=X<200,18,critical/other existing credit,radio/tv,<100,>=7,3,female div/dep/mar,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,yes,yes,46-60,13-24,1
1,4272.0,8.360071435644025,<0,20,critical/other existing credit,furniture/equipment,<100,>=7,1,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,none,yes,18-25,13-24,0
1,976.0,6.884486652042782,no checking,12,critical/other existing credit,radio/tv,no known savings,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,none,yes,26-35,<=12,0
1,7472.0,8.91905180393029,0<=X<200,12,existing paid,new car,no known savings,unemployed,1,female div/dep/mar,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,none,yes,18-25,<=12,1
2,9271.0,9.134754385019587,<0,36,existing paid,new car,<100,4<=X<7,2,male single,none,1,car,24,none,own,1,skilled,1,yes,yes,18-25,25-36,0
1,590.0,6.3818160174060985,0<=X<200,6,existing paid,radio/tv,<100,<1,3,male mar/wid,none,3,real estate,26,none,own,1,unskilled resident,1,none,no,26-35,<=12,0
1,930.0,6.836259277277067,no checking,12,critical/other existing credit,radio/tv,no known savings,>=7,4,male single,none,4,real estate,65,none,own,4,skilled,1,none,yes,60+,<=12,0
1,9283.0,9.136047767394327,0<=X<200,42,all paid,used car,<100,unemployed,1,male single,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,46-60,37-60,0
2,1778.0,7.483806687665835,0<=X<200,15,no credits/all paid,new car,<100,<1,2,female div/dep/mar,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,none,yes,26-35,13-24,1
1,907.0,6.811244378601294,0<=X<200,8,existing paid,business,<100,<1,3,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,yes,yes,26-35,<=12,0
1,484.0,6.184148890937483,0<=X<200,6,existing paid,radio/tv,<100,4<=X<7,3,male mar/wid,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,none,yes,26-35,<=12,0
2,9629.0,9.172638504792172,<0,36,critical/other existing credit,used car,<100,4<=X<7,4,male single,none,4,car,24,none,own,2,skilled,1,yes,yes,18-25,25-36,0
2,3051.0,8.023552392404348,<0,48,existing paid,domestic appliance,<100,1<=X<4,3,male single,none,4,car,54,none,own,1,skilled,1,none,yes,46-60,37-60,0
2,3931.0,8.276903481267057,<0,48,existing paid,new car,<100,4<=X<7,4,male single,none,4,no known property,46,none,for free,1,skilled,2,none,yes,46-60,37-60,0
1,7432.0,8.913684824725294,0<=X<200,36,delayed previously,new car,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,54,none,rent,1,skilled,1,none,yes,46-60,25-36,1
1,1338.0,7.199678345691172,no checking,6,existing paid,domestic appliance,500<=X<1000,1<=X<4,1,male div/sep,none,4,real estate,62,none,own,1,skilled,1,none,yes,60+,<=12,0
1,1554.0,7.349230824613334,no checking,6,critical/other existing credit,radio/tv,<100,4<=X<7,1,female div/dep/mar,none,2,car,24,none,rent,2,skilled,1,yes,yes,18-25,<=12,1
1,15857.0,9.671429383832344,<0,36,existing paid,other,<100,unemployed,2,male div/sep,co applicant,3,car,43,none,own,1,high qualif/self emp/mgmt,1,none,yes,36-45,25-36,0
2,1345.0,7.204892510204673,<0,18,existing paid,radio/tv,<100,1<=X<4,4,male mar/wid,none,3,real estate,26,bank,own,1,skilled,1,none,yes,26-35,13-24,0
1,1101.0,7.004881989712859,no checking,12,existing paid,new car,<100,1<=X<4,3,male mar/wid,none,2,real estate,27,none,own,2,skilled,1,yes,yes,26-35,<=12,0
1,3016.0,8.012018239159062,>=200,12,existing paid,radio/tv,<100,1<=X<4,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,18-25,<=12,0
2,2712.0,7.905810312658931,<0,36,existing paid,furniture/equipment,<100,>=7,2,male single,none,2,life insurance,41,bank,own,1,skilled,2,none,yes,36-45,25-36,0
1,731.0,6.595780513961311,<0,8,critical/other existing credit,new car,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,46-60,<=12,0
1,3780.0,8.237743803890933,no checking,18,critical/other existing credit,furniture/equipment,<100,<1,3,male div/sep,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,0
1,1602.0,7.3796321526095525,<0,21,critical/other existing credit,new car,<100,>=7,4,male mar/wid,none,3,car,30,none,own,2,skilled,1,yes,yes,26-35,13-24,0
2,3966.0,8.28576542051433,<0,18,critical/other existing credit,new car,<100,>=7,1,female div/dep/mar,none,4,real estate,33,bank,rent,3,skilled,1,yes,yes,26-35,13-24,1
2,4165.0,8.334711621820917,no checking,18,no credits/all paid,business,<100,1<=X<4,2,male single,none,2,car,36,stores,own,2,skilled,2,none,yes,36-45,13-24,0
2,8335.0,9.028338763993148,<0,36,existing paid,used car,no known savings,>=7,3,male single,none,4,no known property,47,none,for free,1,skilled,1,none,yes,46-60,25-36,0
1,6681.0,8.807172622916703,0<=X<200,48,delayed previously,business,no known savings,1<=X<4,4,male single,none,4,no known property,38,none,for free,1,skilled,2,yes,yes,36-45,37-60,0
1,2375.0,7.773173680482536,no checking,24,delayed previously,business,500<=X<1000,1<=X<4,4,male single,none,2,car,44,none,own,2,skilled,2,yes,yes,36-45,13-24,0
2,1216.0,7.104144092987527,<0,18,existing paid,new car,<100,<1,4,female div/dep/mar,none,3,car,23,none,rent,1,skilled,1,yes,yes,18-25,13-24,1
2,11816.0,9.377294451639015,<0,45,no credits/all paid,business,<100,>=7,2,male single,none,4,car,29,none,rent,2,skilled,1,none,yes,26-35,37-60,1
1,5084.0,8.53405030848266,0<=X<200,24,existing paid,radio/tv,no known savings,>=7,2,female div/dep/mar,none,4,car,42,none,own,1,skilled,1,yes,yes,36-45,13-24,0
2,2327.0,7.752764808851328,>=200,15,existing paid,radio/tv,<100,<1,2,female div/dep/mar,none,3,real estate,25,none,own,1,unskilled resident,1,none,yes,18-25,13-24,0
2,1082.0,6.9874902470009905,<0,12,no credits/all paid,new car,<100,1<=X<4,4,male single,none,4,car,48,bank,own,2,skilled,1,none,yes,46-60,<=12,0
1,886.0,6.787844982309579,no checking,12,existing paid,radio/tv,no known savings,1<=X<4,4,female div/dep/mar,none,2,car,21,none,own,1,skilled,1,none,yes,18-25,<=12,0
1,601.0,6.400257445308821,no checking,4,existing paid,furniture/equipment,<100,<1,1,female div/dep/mar,none,3,real estate,23,none,rent,1,unskilled resident,2,none,yes,18-25,<=12,1
1,2957.0,7.992268643270745,<0,24,critical/other existing credit,used car,<100,>=7,4,male single,none,4,life insurance,63,none,own,2,skilled,1,yes,yes,60+,13-24,0
1,2611.0,7.867871490396322,no checking,24,critical/other existing credit,radio/tv,<100,>=7,4,male mar/wid,co applicant,3,real estate,46,none,own,2,skilled,1,none,yes,46-60,13-24,0
2,5179.0,8.55256033525353,<0,36,existing paid,furniture/equipment,<100,4<=X<7,4,male single,none,2,life insurance,29,none,own,1,skilled,1,none,yes,26-35,25-36,0
1,2993.0,8.004365564979574,no checking,21,delayed previously,used car,<100,1<=X<4,3,male single,none,2,real estate,28,stores,own,2,unskilled resident,1,none,yes,26-35,13-24,0
2,1943.0,7.572502985020384,no checking,18,existing paid,repairs,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,1559.0,7.352441100243583,no checking,24,all paid,business,<100,4<=X<7,4,male single,none,4,car,50,bank,own,1,skilled,1,yes,yes,46-60,13-24,0
1,3422.0,8.138272638530186,no checking,18,existing paid,furniture/equipment,<100,>=7,4,male single,none,4,life insurance,47,bank,own,3,skilled,2,yes,yes,46-60,13-24,0
1,3976.0,8.28828304520769,0<=X<200,21,existing paid,furniture/equipment,no known savings,4<=X<7,2,male single,none,3,car,35,none,own,1,skilled,1,yes,yes,26-35,13-24,0
2,6761.0,8.819073983267831,no checking,18,existing paid,new car,no known savings,1<=X<4,2,male single,none,4,car,68,none,rent,2,skilled,1,none,yes,60+,13-24,1
1,1249.0,7.1308988302963465,no checking,24,existing paid,new car,<100,<1,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,26-35,13-24,0
1,1364.0,7.21890970761906,<0,9,existing paid,radio/tv,<100,4<=X<7,3,male single,none,4,real estate,59,none,own,1,skilled,1,none,yes,46-60,<=12,0
2,709.0,6.565264970035361,<0,12,existing paid,radio/tv,<100,>=7,4,male single,none,4,real estate,57,stores,own,1,unskilled resident,1,none,yes,46-60,<=12,0
2,2235.0,7.71244383427499,<0,20,critical/other existing credit,new car,<100,1<=X<4,4,male mar/wid,guarantor,2,life insurance,33,bank,rent,2,skilled,1,none,no,26-35,13-24,1
1,4042.0,8.304742269640771,no checking,24,critical/other existing credit,used car,no known savings,4<=X<7,3,male single,none,4,life insurance,43,none,own,2,skilled,1,yes,yes,36-45,13-24,0
1,1471.0,7.294377299288821,no checking,15,critical/other existing credit,radio/tv,<100,1<=X<4,4,male single,none,4,no known property,35,none,for free,2,skilled,1,yes,yes,26-35,13-24,0
2,1442.0,7.274479558773871,<0,18,all paid,new car,<100,4<=X<7,4,male single,none,4,no known property,32,none,for free,2,unskilled resident,2,none,yes,26-35,13-24,0
1,10875.0,9.294313805752362,no checking,36,delayed previously,new car,<100,>=7,2,male single,none,2,car,45,none,own,2,skilled,2,yes,yes,36-45,25-36,0
1,1474.0,7.29641326877392,no checking,24,existing paid,new car,100<=X<500,<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,894.0,6.796823718274855,no checking,10,existing paid,retraining,no known savings,4<=X<7,4,female div/dep/mar,none,3,life insurance,40,none,own,1,skilled,1,yes,yes,36-45,<=12,0
1,3343.0,8.114922974204593,no checking,15,critical/other existing credit,furniture/equipment,<100,1<=X<4,4,male single,none,2,no known property,28,none,for free,1,skilled,1,yes,yes,26-35,13-24,0
2,3959.0,8.283999304248526,<0,15,existing paid,new car,<100,1<=X<4,3,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,3577.0,8.182559264068665,no checking,9,existing paid,new car,100<=X<500,1<=X<4,1,male single,guarantor,2,real estate,26,none,rent,1,skilled,2,none,no,26-35,<=12,1
1,5804.0,8.666474894131992,no checking,24,critical/other existing credit,used car,>=1000,1<=X<4,4,male single,none,2,real estate,27,none,own,2,skilled,1,none,yes,26-35,13-24,0
2,2169.0,7.682482446534506,no checking,18,delayed previously,business,<100,1<=X<4,4,male mar/wid,none,2,car,28,none,own,1,skilled,1,yes,yes,26-35,13-24,0
2,2439.0,7.799753318287247,<0,24,existing paid,radio/tv,<100,<1,4,female div/dep/mar,none,4,real estate,35,none,own,1,skilled,1,yes,yes,26-35,13-24,0
1,4526.0,8.417814747435958,no checking,27,critical/other existing credit,furniture/equipment,>=1000,<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,26-35,25-36,0
2,2210.0,7.701200180857446,no checking,10,existing paid,furniture/equipment,<100,1<=X<4,2,male single,none,2,real estate,25,bank,rent,1,unskilled resident,1,none,yes,18-25,<=12,1
1,2221.0,7.706162970199576,no checking,15,existing paid,furniture/equipment,500<=X<1000,1<=X<4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,none,yes,18-25,13-24,1
1,2389.0,7.779048644925556,<0,18,existing paid,radio/tv,<100,<1,4,female div/dep/mar,none,1,car,27,stores,own,1,skilled,1,none,yes,26-35,13-24,0
1,3331.0,8.111328003286733,no checking,12,critical/other existing credit,furniture/equipment,<100,>=7,2,male single,none,4,life insurance,42,stores,own,1,skilled,1,none,yes,36-45,<=12,0
1,7409.0,8.910585718290132,no checking,36,existing paid,business,no known savings,>=7,3,male single,none,2,life insurance,37,none,own,2,skilled,1,none,yes,36-45,25-36,0
1,652.0,6.481577129276431,<0,12,existing paid,furniture/equipment,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,18-25,<=12,1
1,7678.0,8.946244609330543,no checking,36,delayed previously,furniture/equipment,500<=X<1000,4<=X<7,2,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,yes,yes,36-45,25-36,0
1,1343.0,7.203405521083095,>=200,6,critical/other existing credit,new car,<100,>=7,1,male single,none,4,real estate,46,none,own,2,skilled,2,none,no,46-60,<=12,0
1,1382.0,7.232010331664759,<0,24,critical/other existing credit,business,100<=X<500,4<=X<7,4,male single,none,1,real estate,26,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,874.0,6.774223886357614,no checking,15,existing paid,domestic appliance,no known savings,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,18-25,13-24,0
1,3590.0,8.186185994226083,<0,12,existing paid,furniture/equipment,<100,1<=X<4,2,male single,co applicant,2,life insurance,29,none,own,1,unskilled resident,2,none,yes,26-35,<=12,0
1,1322.0,7.187657164114956,0<=X<200,11,critical/other existing credit,new car,>=1000,1<=X<4,4,female div/dep/mar,none,4,car,40,none,own,2,skilled,1,none,yes,36-45,<=12,0
1,1940.0,7.57095858316901,<0,18,all paid,radio/tv,<100,<1,3,male single,co applicant,4,no known property,36,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,3595.0,8.18757739559151,no checking,36,existing paid,radio/tv,<100,>=7,4,male single,none,2,car,28,none,own,1,skilled,1,none,yes,26-35,25-36,0
2,1422.0,7.260522598089852,<0,9,existing paid,new car,<100,<1,3,male single,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,26-35,<=12,0
1,6742.0,8.816260208734581,no checking,30,critical/other existing credit,radio/tv,no known savings,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,36-45,25-36,0
1,7814.0,8.963800242855577,no checking,24,existing paid,used car,<100,4<=X<7,3,male single,none,3,car,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,9277.0,9.135401285311689,no checking,24,existing paid,used car,no known savings,1<=X<4,2,male div/sep,none,4,no known property,48,none,for free,1,skilled,1,yes,yes,46-60,13-24,0
1,2181.0,7.687997166393016,0<=X<200,30,critical/other existing credit,new car,no known savings,>=7,4,male single,none,4,real estate,36,none,own,2,skilled,1,none,yes,36-45,25-36,0
1,1098.0,7.002155954403621,no checking,18,critical/other existing credit,radio/tv,<100,unemployed,4,female div/dep/mar,none,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,60+,13-24,0
2,4057.0,8.30844552038576,0<=X<200,24,existing paid,furniture/equipment,<100,4<=X<7,3,male div/sep,none,3,car,43,none,own,1,skilled,1,yes,yes,36-45,13-24,0
2,795.0,6.679599185844383,<0,12,existing paid,education,<100,<1,4,female div/dep/mar,none,4,life insurance,53,none,own,1,skilled,1,none,yes,46-60,<=12,0
1,2825.0,7.946617563244473,0<=X<200,24,critical/other existing credit,business,no known savings,4<=X<7,4,male single,none,3,no known property,34,none,own,2,skilled,2,yes,yes,26-35,13-24,0
2,15672.0,9.659694765654068,0<=X<200,48,existing paid,business,<100,1<=X<4,2,male single,none,2,car,23,none,own,1,skilled,1,yes,yes,18-25,37-60,0
1,6614.0,8.797095076549056,no checking,36,critical/other existing credit,new car,<100,>=7,4,male single,none,4,car,34,none,own,2,high qualif/self emp/mgmt,1,yes,yes,26-35,25-36,0
1,7824.0,8.965079015408355,no checking,28,all paid,used car,no known savings,<1,3,male single,guarantor,4,real estate,40,bank,rent,2,skilled,2,yes,yes,36-45,25-36,1
1,2442.0,7.8009820712577405,<0,27,critical/other existing credit,business,<100,>=7,4,male single,none,4,car,43,stores,own,4,high qualif/self emp/mgmt,2,yes,yes,36-45,25-36,0
1,1829.0,7.512071245835466,no checking,15,critical/other existing credit,radio/tv,<100,>=7,4,male single,none,4,car,46,none,own,2,skilled,1,yes,yes,46-60,13-24,0
1,2171.0,7.683403681053826,<0,12,critical/other existing credit,new car,<100,1<=X<4,4,male single,none,4,life insurance,38,bank,own,2,unskilled resident,1,none,no,36-45,<=12,0
1,5800.0,8.665785595466064,0<=X<200,36,critical/other existing credit,used car,<100,1<=X<4,3,male single,none,4,car,34,none,own,2,skilled,1,yes,yes,26-35,25-36,0
1,1169.0,7.064759027791802,no checking,18,critical/other existing credit,radio/tv,no known savings,1<=X<4,4,male single,none,3,life insurance,29,none,own,2,skilled,1,yes,yes,26-35,13-24,0
1,8947.0,9.09918532261002,no checking,36,delayed previously,used car,no known savings,4<=X<7,3,male single,none,2,car,31,stores,own,1,high qualif/self emp/mgmt,2,yes,yes,26-35,25-36,0
1,2606.0,7.865955413933502,<0,21,existing paid,radio/tv,<100,<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,26-35,13-24,1
1,1592.0,7.373374309910049,no checking,12,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,no,26-35,<=12,0
1,2186.0,7.690286020676768,no checking,15,existing paid,furniture/equipment,no known savings,4<=X<7,1,female div/dep/mar,none,4,real estate,33,bank,rent,1,unskilled resident,1,none,yes,26-35,13-24,1
2,4153.0,8.331827004436057,<0,18,existing paid,furniture/equipment,<100,1<=X<4,2,male single,co applicant,3,car,42,none,own,1,skilled,1,none,yes,36-45,13-24,0
2,2625.0,7.873217054862741,<0,16,critical/other existing credit,new car,<100,>=7,2,male single,guarantor,4,life insurance,43,bank,rent,1,skilled,1,yes,yes,36-45,13-24,1
1,3485.0,8.156510226079966,no checking,20,critical/other existing credit,new car,no known savings,<1,2,male div/sep,none,4,real estate,44,none,own,2,skilled,1,yes,yes,36-45,13-24,0
1,10477.0,9.257033099968165,no checking,36,critical/other existing credit,used car,no known savings,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,none,yes,36-45,25-36,0
1,1386.0,7.234898420314831,no checking,15,existing paid,radio/tv,no known savings,1<=X<4,4,male mar/wid,none,2,real estate,40,none,rent,1,skilled,1,yes,yes,36-45,13-24,1
1,1278.0,7.153833801578843,no checking,24,existing paid,radio/tv,<100,>=7,4,male single,none,1,real estate,36,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,0
1,1107.0,7.010311867307229,<0,12,existing paid,radio/tv,<100,1<=X<4,2,male single,none,2,real estate,20,none,rent,1,high qualif/self emp/mgmt,2,yes,yes,18-25,<=12,1
1,3763.0,8.23323750070527,<0,21,existing paid,new car,no known savings,4<=X<7,2,male single,co applicant,2,real estate,24,none,own,1,unskilled resident,1,none,no,18-25,13-24,0
1,3711.0,8.21932609390609,0<=X<200,36,existing paid,education,no known savings,1<=X<4,2,male mar/wid,none,2,car,27,none,own,1,skilled,1,none,yes,26-35,25-36,0
1,3594.0,8.187299270155147,no checking,15,delayed previously,used car,<100,<1,1,female div/dep/mar,none,2,life insurance,46,none,own,2,unskilled resident,1,none,yes,46-60,13-24,0
1,3195.0,8.069655306886165,0<=X<200,9,existing paid,new car,no known savings,1<=X<4,1,female div/dep/mar,none,2,real estate,33,none,own,1,unskilled resident,1,none,yes,26-35,<=12,0
1,4454.0,8.40178233990491,no checking,36,delayed previously,radio/tv,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,34,none,own,2,skilled,1,none,yes,26-35,25-36,0
2,4736.0,8.463159302923751,0<=X<200,24,critical/other existing credit,furniture/equipment,<100,<1,2,female div/dep/mar,none,4,car,25,bank,own,1,unskilled resident,1,none,yes,18-25,13-24,0
1,2991.0,8.003697339094368,0<=X<200,30,existing paid,radio/tv,no known savings,>=7,2,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,18-25,25-36,0
1,2142.0,7.669961995473577,no checking,11,existing paid,business,>=1000,>=7,1,male div/sep,none,2,real estate,28,none,own,1,skilled,1,yes,yes,26-35,<=12,0
2,3161.0,8.058960017769417,<0,24,all paid,business,<100,1<=X<4,4,male single,none,2,life insurance,31,none,rent,1,skilled,1,yes,yes,26-35,13-24,1
2,18424.0,9.821463717057537,0<=X<200,48,no credits/all paid,other,<100,1<=X<4,1,female div/dep/mar,none,2,life insurance,32,bank,own,1,high qualif/self emp/mgmt,1,yes,no,26-35,37-60,0
1,2848.0,7.954723334497908,no checking,10,existing paid,used car,100<=X<500,1<=X<4,1,male single,co applicant,2,real estate,32,none,own,1,skilled,2,none,yes,26-35,<=12,0
2,14896.0,9.608915129379593,<0,6,existing paid,new car,<100,>=7,1,male single,none,4,no known property,68,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,60+,<=12,0
2,2359.0,7.7664168980196555,<0,24,existing paid,furniture/equipment,100<=X<500,unemployed,1,male div/sep,none,1,life insurance,33,none,own,1,skilled,1,none,yes,26-35,13-24,0
2,3345.0,8.11552088154677,<0,24,existing paid,furniture/equipment,<100,>=7,4,male single,none,2,life insurance,39,none,rent,1,high qualif/self emp/mgmt,1,yes,yes,36-45,13-24,1
1,1817.0,7.505492274737424,no checking,18,critical/other existing credit,furniture/equipment,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,28,none,own,2,skilled,1,none,yes,26-35,13-24,0
1,12749.0,9.453286550586572,no checking,48,delayed previously,radio/tv,500<=X<1000,4<=X<7,4,male single,none,1,car,37,none,own,1,high qualif/self emp/mgmt,1,yes,yes,36-45,37-60,0
2,1366.0,7.220373836723949,<0,9,existing paid,radio/tv,<100,<1,3,female div/dep/mar,none,4,life insurance,22,none,rent,1,skilled,1,none,yes,18-25,<=12,1
1,2002.0,7.602401335665818,0<=X<200,12,existing paid,new car,<100,4<=X<7,3,male single,none,4,life insurance,30,none,rent,1,skilled,2,yes,yes,26-35,<=12,1
2,6872.0,8.835355971121606,<0,24,all paid,furniture/equipment,<100,<1,2,male div/sep,none,1,life insurance,55,bank,own,1,skilled,1,yes,yes,46-60,13-24,0
2,697.0,6.548219102762372,<0,12,all paid,new car,<100,<1,4,male single,none,2,car,46,bank,own,2,skilled,1,yes,yes,46-60,<=12,0
1,1049.0,6.956545443151569,<0,18,critical/other existing credit,furniture/equipment,<100,<1,4,female div/dep/mar,none,4,life insurance,21,none,rent,1,skilled,1,none,yes,18-25,13-24,1
2,10297.0,9.239704980606087,<0,48,existing paid,used car,<100,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,36-45,37-60,0
