class,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,credit_per_month,age_bin,duration_bin,is_rent,credit_per_age
1,<0,36,existing paid,new car,3249.0,<100,4<=X<7,2,male single,none,4,no known property,39,bank,for free,1,high qualif/self emp/mgmt,2,yes,yes,90.25,36-45,25-36,0,83.3076923076923
1,<0,6,critical/other existing credit,radio/tv,1957.0,<100,4<=X<7,1,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,326.1666666666667,26-35,<=12,0,63.12903225806452
1,no checking,9,critical/other existing credit,furniture/equipment,2406.0,<100,unemployed,2,male single,none,3,car,31,none,own,1,high qualif/self emp/mgmt,1,none,yes,267.3333333333333,26-35,<=12,0,77.61290322580645
1,0<=X<200,39,delayed previously,education,11760.0,100<=X<500,4<=X<7,2,male single,none,3,no known property,32,none,rent,1,skilled,1,yes,yes,301.53846153846155,26-35,37-60,1,367.5
1,<0,12,existing paid,furniture/equipment,2578.0,<100,unemployed,3,female div/dep/mar,none,4,no known property,55,none,for free,1,high qualif/self emp/mgmt,1,none,yes,214.83333333333334,46-60,<=12,0,46.872727272727275
1,<0,36,critical/other existing credit,furniture/equipment,2348.0,<100,1<=X<4,3,male mar/wid,none,2,life insurance,46,none,own,2,skilled,1,yes,yes,65.22222222222223,46-60,25-36,0,51.04347826086956
2,0<=X<200,12,existing paid,new car,1223.0,<100,>=7,1,male div/sep,none,1,real estate,46,none,rent,2,skilled,1,none,yes,101.91666666666667,46-60,<=12,1,26.58695652173913
1,no checking,24,critical/other existing credit,radio/tv,1516.0,>=1000,1<=X<4,4,female div/dep/mar,none,1,real estate,43,none,own,2,unskilled resident,1,none,yes,63.166666666666664,36-45,13-24,0,35.25581395348837
1,no checking,18,existing paid,radio/tv,1473.0,<100,<1,3,male mar/wid,none,4,real estate,39,none,own,1,skilled,1,yes,yes,81.83333333333333,36-45,13-24,0,37.76923076923077
1,0<=X<200,18,critical/other existing credit,business,1887.0,no known savings,1<=X<4,4,male mar/wid,none,4,real estate,28,bank,own,2,skilled,1,none,yes,104.83333333333333,26-35,13-24,0,67.39285714285714
2,no checking,24,delayed previously,business,8648.0,<100,<1,2,male single,none,2,car,27,bank,own,2,skilled,1,yes,yes,360.3333333333333,26-35,13-24,0,320.2962962962963
1,no checking,14,delayed previously,new car,802.0,<100,1<=X<4,4,male single,none,2,car,27,none,own,2,unskilled resident,1,none,yes,57.285714285714285,26-35,13-24,0,29.703703703703702
1,0<=X<200,18,delayed previously,new car,2899.0,no known savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,2,none,yes,161.05555555555554,36-45,13-24,0,67.4186046511628
2,0<=X<200,24,existing paid,radio/tv,2039.0,<100,<1,1,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,yes,yes,84.95833333333333,18-25,13-24,0,92.68181818181819
1,no checking,24,critical/other existing credit,used car,2197.0,no known savings,4<=X<7,4,male single,none,4,car,43,none,own,2,skilled,2,yes,yes,91.54166666666667,36-45,13-24,0,51.093023255813954
1,<0,15,existing paid,radio/tv,1053.0,<100,<1,4,male mar/wid,none,2,real estate,27,none,own,1,skilled,1,none,no,70.2,26-35,13-24,0,39.0
1,no checking,24,existing paid,radio/tv,3235.0,500<=X<1000,>=7,3,male div/sep,none,2,car,26,none,own,1,high qualif/self emp/mgmt,1,yes,yes,134.79166666666666,26-35,13-24,0,124.42307692307692
2,>=200,12,critical/other existing credit,new car,939.0,500<=X<1000,4<=X<7,4,male mar/wid,none,2,real estate,28,none,own,3,skilled,1,yes,yes,78.25,26-35,<=12,0,33.535714285714285
1,0<=X<200,24,existing paid,radio/tv,1967.0,<100,>=7,4,female div/dep/mar,none,4,car,20,none,own,1,skilled,1,yes,yes,81.95833333333333,18-25,13-24,0,98.35
1,no checking,33,critical/other existing credit,used car,7253.0,<100,4<=X<7,3,male single,none,2,car,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,219.78787878787878,26-35,25-36,0,207.22857142857143
2,no checking,12,critical/other existing credit,business,2292.0,<100,unemployed,4,male single,none,2,car,42,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,191.0,36-45,<=12,0,54.57142857142857
1,no checking,10,existing paid,new car,1597.0,500<=X<1000,1<=X<4,3,male single,none,2,no known property,40,none,rent,1,unskilled resident,2,none,no,159.7,36-45,<=12,1,39.925
2,<0,24,existing paid,new car,1381.0,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,35,none,own,1,skilled,1,none,yes,57.541666666666664,26-35,13-24,0,39.457142857142856
1,no checking,36,critical/other existing credit,used car,5842.0,<100,>=7,2,male single,none,2,life insurance,35,none,own,2,skilled,2,yes,yes,162.27777777777777,26-35,25-36,0,166.9142857142857
2,<0,12,existing paid,new car,2579.0,<100,<1,4,male single,none,1,real estate,33,none,own,1,unskilled resident,2,none,yes,214.91666666666666,26-35,<=12,0,78.15151515151516
1,<0,18,delayed previously,education,8471.0,no known savings,1<=X<4,1,female div/dep/mar,none,2,car,23,none,rent,2,skilled,1,yes,yes,470.6111111111111,18-25,13-24,1,368.30434782608694
1,no checking,21,existing paid,new car,2782.0,500<=X<1000,4<=X<7,1,female div/dep/mar,none,2,car,31,bank,own,1,high qualif/self emp/mgmt,1,none,yes,132.47619047619048,26-35,13-24,0,89.74193548387096
2,0<=X<200,18,existing paid,new car,1042.0,no known savings,1<=X<4,4,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,57.888888888888886,26-35,13-24,0,31.575757575757574
1,no checking,15,existing paid,new car,3186.0,>=1000,4<=X<7,2,female div/dep/mar,none,3,car,20,none,rent,1,skilled,1,none,yes,212.4,18-25,13-24,1,159.3
1,0<=X<200,12,existing paid,used car,2028.0,no known savings,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,none,yes,169.0,26-35,<=12,0,67.6
1,0<=X<200,12,critical/other existing credit,new car,958.0,<100,4<=X<7,2,male single,none,3,real estate,47,none,own,2,unskilled resident,2,none,yes,79.83333333333333,46-60,<=12,0,20.382978723404257
1,no checking,21,delayed previously,furniture/equipment,1591.0,100<=X<500,4<=X<7,4,male single,none,3,real estate,34,none,own,2,high qualif/self emp/mgmt,1,none,yes,75.76190476190476,26-35,13-24,0,46.794117647058826
2,0<=X<200,12,existing paid,furniture/equipment,2762.0,no known savings,>=7,1,female div/dep/mar,none,2,life insurance,25,bank,own,1,skilled,1,yes,yes,230.16666666666666,18-25,<=12,0,110.48
1,0<=X<200,18,existing paid,used car,2779.0,<100,1<=X<4,1,male mar/wid,none,3,car,21,none,rent,1,skilled,1,yes,yes,154.38888888888889,18-25,13-24,1,132.33333333333334
1,no checking,28,critical/other existing credit,radio/tv,2743.0,<100,>=7,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,97.96428571428571,26-35,25-36,0,94.58620689655173
1,no checking,18,critical/other existing credit,radio/tv,1149.0,>=1000,1<=X<4,4,male single,none,3,real estate,46,none,own,2,skilled,1,none,yes,63.833333333333336,46-60,13-24,0,24.97826086956522
1,no checking,9,existing paid,furniture/equipment,1313.0,<100,>=7,1,male single,none,4,car,20,none,own,1,skilled,1,none,yes,145.88888888888889,18-25,<=12,0,65.65
2,<0,18,critical/other existing credit,repairs,1190.0,<100,unemployed,2,female div/dep/mar,none,4,no known property,55,none,for free,3,unemp/unskilled non res,2,none,yes,66.11111111111111,46-60,13-24,0,21.636363636363637
1,no checking,5,existing paid,business,3448.0,<100,4<=X<7,1,male single,none,4,real estate,74,none,own,1,unskilled resident,1,none,yes,689.6,60+,<=12,0,46.5945945945946
2,0<=X<200,24,existing paid,other,11328.0,<100,1<=X<4,2,male single,co applicant,3,car,29,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,472.0,26-35,13-24,0,390.62068965517244
1,<0,6,critical/other existing credit,furniture/equipment,1872.0,<100,unemployed,4,male single,none,4,no known property,36,none,for free,3,high qualif/self emp/mgmt,1,yes,yes,312.0,36-45,<=12,0,52.0
1,no checking,24,critical/other existing credit,repairs,2058.0,<100,1<=X<4,4,male div/sep,none,2,real estate,33,none,own,2,skilled,1,yes,yes,85.75,26-35,13-24,0,62.36363636363637
1,<0,9,existing paid,furniture/equipment,2136.0,<100,1<=X<4,3,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes,237.33333333333334,18-25,<=12,0,85.44
2,0<=X<200,12,existing paid,radio/tv,1484.0,no known savings,1<=X<4,2,male mar/wid,none,1,real estate,25,none,own,1,skilled,1,yes,yes,123.66666666666667,18-25,<=12,0,59.36
1,no checking,6,existing paid,repairs,660.0,500<=X<1000,4<=X<7,2,male mar/wid,none,4,real estate,23,none,rent,1,unskilled resident,1,none,yes,110.0,18-25,<=12,1,28.695652173913043
1,no checking,24,critical/other existing credit,new car,1287.0,>=1000,>=7,4,female div/dep/mar,none,4,real estate,37,none,own,2,skilled,1,yes,yes,53.625,36-45,13-24,0,34.78378378378378
1,<0,42,critical/other existing credit,repairs,3394.0,<100,unemployed,4,male single,co applicant,4,car,65,none,own,2,unemp/unskilled non res,1,none,yes,80.80952380952381,60+,37-60,0,52.215384615384615
2,>=200,12,all paid,business,609.0,<100,<1,4,female div/dep/mar,none,1,real estate,26,none,own,1,unemp/unskilled non res,1,none,yes,50.75,26-35,<=12,0,23.423076923076923
1,no checking,12,existing paid,new car,1884.0,<100,>=7,4,male single,none,4,car,39,none,own,1,high qualif/self emp/mgmt,1,yes,yes,157.0,36-45,<=12,0,48.30769230769231
1,<0,12,existing paid,furniture/equipment,1620.0,<100,1<=X<4,2,female div/dep/mar,co applicant,3,life insurance,30,none,own,1,skilled,1,none,yes,135.0,26-35,<=12,0,54.0
1,0<=X<200,20,delayed previously,other,2629.0,<100,1<=X<4,2,male single,none,3,car,29,bank,own,2,skilled,1,yes,yes,131.45,26-35,13-24,0,90.65517241379311
2,no checking,12,existing paid,education,719.0,<100,>=7,4,male single,none,4,car,41,bank,own,1,unskilled resident,2,none,yes,59.916666666666664,36-45,<=12,0,17.536585365853657
2,0<=X<200,48,critical/other existing credit,furniture/equipment,5096.0,<100,1<=X<4,2,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,106.16666666666667,26-35,37-60,0,169.86666666666667
1,no checking,9,critical/other existing credit,education,1244.0,no known savings,>=7,4,female div/dep/mar,none,4,life insurance,41,none,rent,2,unskilled resident,1,none,yes,138.22222222222223,36-45,<=12,1,30.341463414634145
2,<0,36,existing paid,new car,1842.0,<100,<1,4,female div/dep/mar,none,4,car,34,none,own,1,skilled,1,yes,yes,51.166666666666664,26-35,25-36,0,54.1764705882353
1,0<=X<200,7,existing paid,radio/tv,2576.0,<100,1<=X<4,2,male single,guarantor,2,real estate,35,none,own,1,skilled,1,none,yes,368.0,26-35,<=12,0,73.6
1,>=200,12,existing paid,furniture/equipment,1424.0,no known savings,>=7,3,female div/dep/mar,none,4,real estate,55,none,own,1,high qualif/self emp/mgmt,1,yes,yes,118.66666666666667,46-60,<=12,0,25.89090909090909
2,0<=X<200,15,delayed previously,repairs,1512.0,>=1000,1<=X<4,3,male mar/wid,none,3,life insurance,61,stores,own,2,skilled,1,none,yes,100.8,60+,13-24,0,24.78688524590164
1,no checking,36,critical/other existing credit,used car,11054.0,no known savings,1<=X<4,4,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,307.05555555555554,26-35,25-36,0,368.46666666666664
1,no checking,6,existing paid,radio/tv,518.0,<100,1<=X<4,3,female div/dep/mar,none,1,real estate,29,none,own,1,skilled,1,none,yes,86.33333333333333,26-35,<=12,0,17.862068965517242
1,no checking,12,no credits/all paid,furniture/equipment,2759.0,<100,>=7,2,male single,none,4,life insurance,34,none,own,2,skilled,1,none,yes,229.91666666666666,26-35,<=12,0,81.1470588235294
1,no checking,24,existing paid,used car,2670.0,<100,>=7,4,male single,none,4,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,111.25,26-35,13-24,0,76.28571428571429
2,<0,24,existing paid,new car,4817.0,<100,4<=X<7,2,male single,co applicant,3,life insurance,31,none,own,1,skilled,1,yes,yes,200.70833333333334,26-35,13-24,0,155.38709677419354
1,no checking,24,existing paid,used car,2679.0,<100,<1,4,female div/dep/mar,none,1,no known property,29,none,own,1,high qualif/self emp/mgmt,1,yes,yes,111.625,26-35,13-24,0,92.37931034482759
1,<0,11,critical/other existing credit,new car,3905.0,<100,1<=X<4,2,male single,none,2,real estate,36,none,rent,2,skilled,2,none,yes,355.0,36-45,<=12,1,108.47222222222223
2,<0,12,existing paid,used car,3386.0,<100,>=7,3,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,282.1666666666667,26-35,<=12,0,96.74285714285715
1,<0,6,existing paid,domestic appliance,343.0,<100,<1,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,57.166666666666664,26-35,<=12,0,12.703703703703704
1,no checking,18,existing paid,radio/tv,4594.0,<100,<1,3,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,255.22222222222223,26-35,13-24,0,143.5625
1,<0,36,existing paid,furniture/equipment,3620.0,<100,1<=X<4,1,male single,guarantor,2,life insurance,37,none,own,1,skilled,2,none,yes,100.55555555555556,36-45,25-36,0,97.83783783783784
1,<0,15,existing paid,new car,1721.0,<100,<1,2,male single,none,3,real estate,36,none,own,1,skilled,1,none,yes,114.73333333333333,36-45,13-24,0,47.80555555555556
1,0<=X<200,12,existing paid,furniture/equipment,3017.0,<100,<1,3,female div/dep/mar,none,1,real estate,34,none,rent,1,high qualif/self emp/mgmt,1,none,yes,251.41666666666666,26-35,<=12,1,88.73529411764706
1,0<=X<200,12,existing paid,retraining,754.0,no known savings,>=7,4,male single,none,4,life insurance,38,none,own,2,skilled,1,none,yes,62.833333333333336,36-45,<=12,0,19.842105263157894
1,no checking,18,existing paid,business,1950.0,<100,4<=X<7,4,male single,none,1,car,34,stores,own,2,skilled,1,yes,yes,108.33333333333333,26-35,13-24,0,57.35294117647059
1,<0,24,existing paid,used car,2924.0,<100,1<=X<4,3,male single,guarantor,4,no known property,63,bank,own,1,skilled,2,yes,yes,121.83333333333333,60+,13-24,0,46.41269841269841
2,<0,24,delayed previously,radio/tv,1659.0,<100,<1,4,female div/dep/mar,none,2,car,29,none,rent,1,unskilled resident,1,yes,yes,69.125,26-35,13-24,1,57.206896551724135
1,no checking,48,delayed previously,radio/tv,7238.0,no known savings,>=7,3,male single,none,3,car,32,bank,own,2,skilled,2,none,yes,150.79166666666666,26-35,37-60,0,226.1875
1,no checking,33,delayed previously,business,2764.0,<100,1<=X<4,2,female div/dep/mar,none,2,car,26,none,own,2,skilled,1,yes,yes,83.75757575757575,26-35,25-36,0,106.3076923076923
1,no checking,24,delayed previously,used car,4679.0,<100,4<=X<7,3,male single,none,3,car,35,none,own,2,unskilled resident,1,yes,yes,194.95833333333334,26-35,13-24,0,133.68571428571428
2,0<=X<200,24,existing paid,radio/tv,3092.0,100<=X<500,<1,3,male mar/wid,none,2,car,22,none,rent,1,skilled,1,yes,yes,128.83333333333334,18-25,13-24,1,140.54545454545453
2,<0,6,existing paid,education,448.0,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,none,yes,74.66666666666667,18-25,<=12,0,19.47826086956522
2,<0,9,existing paid,new car,654.0,<100,1<=X<4,4,male single,none,3,car,28,none,own,1,unskilled resident,1,none,yes,72.66666666666667,26-35,<=12,0,23.357142857142858
1,no checking,6,existing paid,retraining,1238.0,no known savings,unemployed,4,male single,none,4,life insurance,36,none,own,1,high qualif/self emp/mgmt,2,yes,yes,206.33333333333334,36-45,<=12,0,34.388888888888886
2,0<=X<200,18,critical/other existing credit,radio/tv,1245.0,<100,1<=X<4,4,male mar/wid,none,2,car,33,none,own,1,skilled,1,none,yes,69.16666666666667,26-35,13-24,0,37.72727272727273
2,<0,18,no credits/all paid,furniture/equipment,3114.0,<100,<1,1,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,173.0,26-35,13-24,1,119.76923076923077
1,no checking,39,existing paid,used car,2569.0,500<=X<1000,1<=X<4,4,male single,none,4,car,24,none,own,1,skilled,1,none,yes,65.87179487179488,18-25,37-60,0,107.04166666666667
1,>=200,24,existing paid,radio/tv,5152.0,<100,4<=X<7,4,male single,none,2,car,25,bank,own,1,skilled,1,none,yes,214.66666666666666,18-25,13-24,0,206.08
1,0<=X<200,12,existing paid,business,1037.0,100<=X<500,4<=X<7,3,male single,none,4,real estate,39,none,own,1,unskilled resident,1,none,yes,86.41666666666667,36-45,<=12,0,26.58974358974359
1,<0,15,critical/other existing credit,furniture/equipment,1478.0,<100,>=7,4,male single,none,4,car,44,none,own,2,skilled,2,yes,yes,98.53333333333333,36-45,13-24,0,33.59090909090909
1,0<=X<200,12,critical/other existing credit,radio/tv,3573.0,<100,1<=X<4,1,female div/dep/mar,none,1,real estate,23,none,own,1,unskilled resident,1,none,yes,297.75,18-25,<=12,0,155.34782608695653
1,0<=X<200,24,existing paid,new car,1201.0,<100,<1,4,male single,none,1,life insurance,26,none,own,1,skilled,1,none,yes,50.041666666666664,26-35,13-24,0,46.19230769230769
1,<0,30,existing paid,furniture/equipment,3622.0,>=1000,>=7,4,female div/dep/mar,none,4,life insurance,57,none,rent,2,skilled,1,yes,yes,120.73333333333333,46-60,25-36,1,63.54385964912281
1,no checking,15,delayed previously,furniture/equipment,960.0,>=1000,4<=X<7,3,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes,64.0,26-35,13-24,0,32.0
1,no checking,12,critical/other existing credit,new car,1163.0,500<=X<1000,1<=X<4,4,male single,none,4,real estate,44,none,own,1,skilled,1,yes,yes,96.91666666666667,36-45,<=12,0,26.431818181818183
2,0<=X<200,6,delayed previously,new car,1209.0,<100,unemployed,4,male single,none,4,life insurance,47,none,own,1,high qualif/self emp/mgmt,1,yes,yes,201.5,46-60,<=12,0,25.72340425531915
1,no checking,12,existing paid,radio/tv,3077.0,<100,1<=X<4,2,male single,none,4,car,52,none,own,1,skilled,1,yes,yes,256.4166666666667,46-60,<=12,0,59.17307692307692
1,no checking,24,existing paid,new car,3757.0,<100,>=7,4,female div/dep/mar,co applicant,4,no known property,62,none,for free,1,skilled,1,yes,yes,156.54166666666666,60+,13-24,0,60.596774193548384
1,no checking,10,existing paid,new car,1418.0,100<=X<500,1<=X<4,3,male single,none,2,real estate,35,none,rent,1,unskilled resident,1,none,no,141.8,26-35,<=12,1,40.51428571428571
1,no checking,6,existing paid,new car,3518.0,<100,1<=X<4,2,male single,guarantor,3,life insurance,26,none,rent,1,skilled,1,none,yes,586.3333333333334,26-35,<=12,1,135.30769230769232
1,no checking,12,critical/other existing credit,radio/tv,1934.0,<100,>=7,2,male single,none,2,no known property,26,none,own,2,skilled,1,none,yes,161.16666666666666,26-35,<=12,0,74.38461538461539
2,0<=X<200,27,no credits/all paid,business,8318.0,<100,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,308.0740740740741,36-45,25-36,0,198.04761904761904
1,no checking,6,critical/other existing credit,radio/tv,1237.0,100<=X<500,1<=X<4,1,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,none,yes,206.16666666666666,26-35,<=12,0,45.81481481481482
